Prediction,Groundtruth,station,lead_time,year,month,day
0.0,0.0,5.0,1,2023,1,1
0.0,0.0,9.0,1,2023,1,1
0.0,0.0,11.0,1,2023,1,1
0.0,0.0,13.0,1,2023,1,1
0.0,0.0999999120831489,25.0,1,2023,1,1
0.0,0.0,29.0,1,2023,1,1
0.0,0.0,30.0,1,2023,1,1
0.0,0.0,32.0,1,2023,1,1
0.0,0.0,37.0,1,2023,1,1
0.0,0.0,38.0,1,2023,1,1
0.0,0.0,39.0,1,2023,1,1
0.0,0.0,44.0,1,2023,1,1
0.0,0.0,5.0,2,2023,1,1
0.0,0.0,9.0,2,2023,1,1
0.0,0.0,11.0,2,2023,1,1
0.0,0.0999999120831489,13.0,2,2023,1,1
0.0,0.3000000715255737,25.0,2,2023,1,1
0.0,0.0,29.0,2,2023,1,1
0.0,0.0,30.0,2,2023,1,1
0.0,0.0,32.0,2,2023,1,1
0.0,0.0,37.0,2,2023,1,1
0.0,0.0,38.0,2,2023,1,1
0.0,0.0,39.0,2,2023,1,1
0.3913782238960266,0.800000011920929,44.0,2,2023,1,1
0.0,0.0,5.0,3,2023,1,1
0.0,0.0,9.0,3,2023,1,1
0.0,0.0,11.0,3,2023,1,1
0.0,0.0,13.0,3,2023,1,1
0.0,0.5999999046325684,25.0,3,2023,1,1
0.0,0.0,29.0,3,2023,1,1
0.0,0.0,30.0,3,2023,1,1
0.0,0.0,32.0,3,2023,1,1
0.0,0.0,37.0,3,2023,1,1
0.0,0.0,38.0,3,2023,1,1
0.0,0.0,39.0,3,2023,1,1
0.0,0.0,44.0,3,2023,1,1
0.0,0.0,5.0,4,2023,1,1
0.0,0.0,9.0,4,2023,1,1
0.0,0.0,11.0,4,2023,1,1
0.0,0.0,13.0,4,2023,1,1
0.0,0.3000000715255737,25.0,4,2023,1,1
0.0,0.0,29.0,4,2023,1,1
0.0,0.0,30.0,4,2023,1,1
0.0,0.0,32.0,4,2023,1,1
0.0,0.0,37.0,4,2023,1,1
0.0,0.0,38.0,4,2023,1,1
0.0,0.0,39.0,4,2023,1,1
0.0,0.0,44.0,4,2023,1,1
0.0,0.0,5.0,5,2023,1,1
0.0,0.0,9.0,5,2023,1,1
0.0,0.0,11.0,5,2023,1,1
0.0,0.0,13.0,5,2023,1,1
0.7055051326751709,0.0999999120831489,25.0,5,2023,1,1
0.0,0.0,29.0,5,2023,1,1
0.7934426069259644,0.0,30.0,5,2023,1,1
0.0,0.0,32.0,5,2023,1,1
0.0,0.0,37.0,5,2023,1,1
0.0,0.0,38.0,5,2023,1,1
0.0,0.0,39.0,5,2023,1,1
0.6417900323867798,0.0,44.0,5,2023,1,1
0.0,0.0,5.0,6,2023,1,1
0.0,0.0,9.0,6,2023,1,1
0.0,0.0,11.0,6,2023,1,1
0.0,0.0,13.0,6,2023,1,1
0.3245368003845215,0.0,25.0,6,2023,1,1
0.0,0.0,29.0,6,2023,1,1
0.1701036542654037,0.0,30.0,6,2023,1,1
0.0,0.0,32.0,6,2023,1,1
0.0,0.0,37.0,6,2023,1,1
0.0,0.0,38.0,6,2023,1,1
0.0,0.0,39.0,6,2023,1,1
0.5706156492233276,0.0,44.0,6,2023,1,1
0.0,0.0,5.0,7,2023,1,1
0.0,0.0,9.0,7,2023,1,1
0.0,0.0,11.0,7,2023,1,1
0.0,0.0,13.0,7,2023,1,1
0.6402590870857239,0.0,25.0,7,2023,1,1
0.0,0.0,29.0,7,2023,1,1
0.608253002166748,0.0,30.0,7,2023,1,1
0.0,0.0,32.0,7,2023,1,1
0.0,0.0,37.0,7,2023,1,1
0.0,0.0,38.0,7,2023,1,1
0.0,0.0,39.0,7,2023,1,1
0.6176878809928894,0.0,44.0,7,2023,1,1
0.0,0.0,5.0,1,2023,1,4
0.0,0.0,9.0,1,2023,1,4
0.0,0.0,11.0,1,2023,1,4
0.0,0.0,13.0,1,2023,1,4
0.1532657146453857,0.3000000715255737,25.0,1,2023,1,4
0.0,0.0,29.0,1,2023,1,4
0.0,0.0,30.0,1,2023,1,4
0.0,0.0,32.0,1,2023,1,4
0.0,0.0,37.0,1,2023,1,4
0.0,0.0,38.0,1,2023,1,4
0.0,0.0,39.0,1,2023,1,4
0.0,0.0,44.0,1,2023,1,4
0.0,0.0,5.0,2,2023,1,4
0.0,0.0,9.0,2,2023,1,4
0.0,0.0,11.0,2,2023,1,4
