pathECMWF,pathESP,leadTime,year,month,day
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,7,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,8,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,9,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,10,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,11,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,12,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,13,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,14,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,15,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,16,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,17,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,18,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,19,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,20,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,21,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,22,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,23,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,24,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,25,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,26,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,27,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,28,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,29,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,30,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,31,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,32,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,33,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,34,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,35,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,36,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,37,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,38,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,39,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,40,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,41,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,42,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,43,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,44,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,45,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,46,2004,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,7,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,8,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,9,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,10,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,11,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,12,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,13,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,14,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,15,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,16,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,17,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,18,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,19,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,20,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,21,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,22,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,23,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,24,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,25,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,26,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,27,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,28,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,29,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,30,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,31,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,32,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,33,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,34,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,35,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,36,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,37,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,38,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,39,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,40,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,41,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,42,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,43,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,44,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,45,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,46,2005,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,7,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,8,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,9,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,10,2006,1,1
