Prediction,Groundtruth,station,lead_time,year,month,day
8.996053695678711,1.2000000476837158,5.0,7,2020,6,3
15.95976734161377,40.5,9.0,7,2020,6,3
17.09200096130371,33.20000076293945,11.0,7,2020,6,3
17.178287506103516,35.099998474121094,13.0,7,2020,6,3
10.570130348205566,14.199999809265137,25.0,7,2020,6,3
10.048457145690918,0.0,29.0,7,2020,6,3
9.77275276184082,0.0,30.0,7,2020,6,3
7.96315336227417,8.199999809265137,32.0,7,2020,6,3
8.676101684570312,0.0,37.0,7,2020,6,3
7.59586763381958,0.0,38.0,7,2020,6,3
7.701570987701416,6.599999904632568,39.0,7,2020,6,3
9.506139755249023,0.0,44.0,7,2020,6,3
9.072375297546388,15.699999809265137,5.0,8,2020,6,3
17.226776123046875,0.0,9.0,8,2020,6,3
19.447866439819336,8.899999618530273,11.0,8,2020,6,3
19.72379875183105,16.0,13.0,8,2020,6,3
10.578079223632812,21.600000381469727,25.0,8,2020,6,3
10.062725067138672,1.2000000476837158,29.0,8,2020,6,3
9.770467758178713,0.1000000014901161,30.0,8,2020,6,3
7.934069633483887,0.0,32.0,8,2020,6,3
8.639045715332031,2.5999999046325684,37.0,8,2020,6,3
7.572607517242432,0.0,38.0,8,2020,6,3
7.658317565917969,3.799999952316284,39.0,8,2020,6,3
9.51909065246582,0.0,44.0,8,2020,6,3
9.426319122314451,0.0,5.0,9,2020,6,3
15.889610290527344,0.0,9.0,9,2020,6,3
16.937284469604492,0.0,11.0,9,2020,6,3
16.75865936279297,0.0,13.0,9,2020,6,3
11.595487594604492,0.0,25.0,9,2020,6,3
10.454983711242676,0.0,29.0,9,2020,6,3
9.67276382446289,0.0,30.0,9,2020,6,3
8.143364906311035,0.0,32.0,9,2020,6,3
8.97100830078125,0.0,37.0,9,2020,6,3
8.014336585998535,0.0,38.0,9,2020,6,3
7.959157466888428,0.0,39.0,9,2020,6,3
10.052064895629885,4.800000190734863,44.0,9,2020,6,3
9.365158081054688,0.0,5.0,10,2020,6,3
18.29767608642578,0.0,9.0,10,2020,6,3
22.114999771118164,0.0,11.0,10,2020,6,3
19.487943649291992,0.0,13.0,10,2020,6,3
10.880298614501951,0.0,25.0,10,2020,6,3
10.632044792175291,0.0,29.0,10,2020,6,3
9.718050956726074,0.0,30.0,10,2020,6,3
8.085799217224121,0.0,32.0,10,2020,6,3
8.83572006225586,0.0,37.0,10,2020,6,3
7.949912071228027,0.0,38.0,10,2020,6,3
7.875241756439209,0.0,39.0,10,2020,6,3
9.746845245361328,0.0,44.0,10,2020,6,3
9.28410816192627,39.09999847412109,5.0,11,2020,6,3
19.11501884460449,21.200000762939453,9.0,11,2020,6,3
23.04511833190918,71.9000015258789,11.0,11,2020,6,3
21.2993106842041,17.799999237060547,13.0,11,2020,6,3
10.484416007995604,38.20000076293945,25.0,11,2020,6,3
10.232419967651367,2.299999952316284,29.0,11,2020,6,3
9.759966850280762,9.899999618530272,30.0,11,2020,6,3
8.01461124420166,0.0,32.0,11,2020,6,3
8.720756530761719,0.0,37.0,11,2020,6,3
7.787300109863281,0.0,38.0,11,2020,6,3
7.775802135467529,0.0,39.0,11,2020,6,3
9.526382446289062,0.0,44.0,11,2020,6,3
9.573223114013672,0.0,5.0,12,2020,6,3
16.661359786987305,0.0,9.0,12,2020,6,3
21.974748611450195,1.2999999523162842,11.0,12,2020,6,3
19.024717330932617,0.0,13.0,12,2020,6,3
11.447710037231444,0.0,25.0,12,2020,6,3
11.06755256652832,32.0,29.0,12,2020,6,3
9.581239700317385,0.0,30.0,12,2020,6,3
8.159195899963379,0.0,32.0,12,2020,6,3
9.07814598083496,0.800000011920929,37.0,12,2020,6,3
8.07297134399414,4.5,38.0,12,2020,6,3
8.017583847045898,0.4000000059604645,39.0,12,2020,6,3
9.660069465637209,0.0,44.0,12,2020,6,3
9.54974365234375,7.900000095367432,5.0,13,2020,6,3
15.656339645385742,31.5,9.0,13,2020,6,3
19.35075569152832,17.399999618530273,11.0,13,2020,6,3
18.373516082763672,58.79999923706055,13.0,13,2020,6,3
11.884422302246094,10.0,25.0,13,2020,6,3
10.838705062866213,1.100000023841858,29.0,13,2020,6,3
9.66109848022461,6.300000190734863,30.0,13,2020,6,3
8.192113876342773,2.299999952316284,32.0,13,2020,6,3
9.140462875366213,6.900000095367432,37.0,13,2020,6,3
8.086335182189941,0.0,38.0,13,2020,6,3
8.048405647277832,1.399999976158142,39.0,13,2020,6,3
9.853900909423828,0.0,44.0,13,2020,6,3
9.718273162841797,2.0999999046325684,5.0,14,2020,6,3
16.746580123901367,3.200000047683716,9.0,14,2020,6,3
19.752403259277344,9.899999618530272,11.0,14,2020,6,3
17.665586471557617,11.600000381469728,13.0,14,2020,6,3
11.735990524291992,1.0,25.0,14,2020,6,3
10.941640853881836,0.0,29.0,14,2020,6,3
9.63305950164795,1.600000023841858,30.0,14,2020,6,3
8.139395713806152,0.0,32.0,14,2020,6,3
9.086671829223633,0.0,37.0,14,2020,6,3
8.100692749023438,0.0,38.0,14,2020,6,3
7.974935054779053,0.0,39.0,14,2020,6,3
9.788002014160156,0.0,44.0,14,2020,6,3
10.003536224365234,0.0,5.0,15,2020,6,3
20.43503761291504,11.800000190734863,9.0,15,2020,6,3
